dateTime,latitude,longitude,PRES,TEMP,RVFL,EWCT_BottomAvrg,NSCT_Bottom,Int_Bottom,Dir_BottomAvrg,EWCT_TopAvrg,NSCT_TopAvrg,Int_Top,Dir_Top
2024-09-05T02-36-00Z,45.7616667,13.4963333,16730.67,-242.76,-2656.94,2.833,-0.02,2.833,90.4,0.406,4.048,4.068,5.73
2024-09-05T02-38-00Z,45.7616667,13.4963333,16728.62,-242.76,-2169.09,0.768,-0.018,0.768,91.34,1.343,-0.647,1.491,115.72
2024-09-05T02-40-00Z,45.7616667,13.4963333,16727.34,-242.76,-2610.56,3.208,-0.033,3.208,90.59,0.633,2.267,2.354,15.6
2024-09-05T02-46-00Z,45.7616667,13.4963333,16727.6,-242.76,-720.87,0.768,-0.027,0.768,92.01,0.566,-0.015,0.566,91.52
2024-09-05T02-48-00Z,45.7616667,13.4963333,16727.34,-242.76,2490.21,-0.751,-0.043,0.752,266.72,2.08,-5.309,5.702,158.61
2024-09-05T02-50-00Z,45.7616667,13.4963333,16726.58,-242.76,1048.59,3.789,-0.04,3.789,90.6,2.071,-2.557,3.29,140.99
2024-09-05T02-52-00Z,45.7616667,13.4963333,16725.3,-242.76,4091.16,3.123,-0.022,3.123,90.4,-0.727,-6.483,6.524,186.4
2024-09-05T02-56-00Z,45.7616667,13.4963333,16721.97,-242.76,-139.9,6.946,-0.03,6.946,90.25,-0.037,1.17,1.171,358.19
2024-09-05T02-58-00Z,45.7616667,13.4963333,16721.71,-242.76,1602.37,0.836,-0.031,0.837,92.12,1.097,-2.794,3.002,158.56
2024-09-05T03-00-00Z,45.7616667,13.4963333,16721.46,-242.76,3614.91,-3.584,-0.042,3.584,269.33,0.287,-3.087,3.1,174.69
2024-09-05T03-02-00Z,45.7616667,13.4963333,16720.94,-240.2,2263.5,2.628,-0.035,2.628,90.76,-0.55,-2.595,2.653,191.97
2024-09-05T03-04-00Z,45.7616667,13.4963333,16719.92,-240.2,2752.59,-5.803,-0.045,5.803,269.56,0.044,-5.327,5.327,179.53
2024-09-05T03-06-00Z,45.7616667,13.4963333,16718.9,-240.2,1697.06,-0.409,-0.034,0.41,265.25,-0.196,-0.948,0.968,191.68
2024-09-05T03-08-00Z,45.7616667,13.4963333,16718.64,-240.2,-2578.22,-1.843,-0.032,1.843,269.01,0.61,5.646,5.679,6.17
2024-09-05T03-10-00Z,45.7616667,13.4963333,16717.62,-240.2,3430.62,-9.625,-0.032,9.625,269.81,-0.357,-4.498,4.512,184.54
2024-09-05T03-12-00Z,45.7616667,13.4963333,16716.59,-240.2,3940.72,-4.198,-0.043,4.198,269.41,-0.211,-4.867,4.872,182.48
2024-09-05T03-14-00Z,45.7616667,13.4963333,16716.34,-240.2,3091.09,-0.358,-0.007,0.358,268.88,-0.147,-4.297,4.3,181.96
2024-09-05T03-16-00Z,45.7616667,13.4963333,16717.62,-240.2,1446.79,-5.239,-0.02,5.239,269.78,-0.014,-2.088,2.088,180.38
2024-09-05T03-18-00Z,45.7616667,13.4963333,16718.64,-240.2,2832.86,-7.902,-0.01,7.902,269.93,0.156,-2.271,2.276,176.07
2024-09-05T03-20-00Z,45.7616667,13.4963333,16718.9,-240.2,-1391.83,-4.454,-0.021,4.454,269.73,0.02,0.348,0.349,3.29
2024-09-05T03-22-00Z,45.7616667,13.4963333,16718.9,-240.2,3580.13,-9.694,-0.021,9.694,269.88,1.23,-4.891,5.043,165.88
2024-09-05T03-28-00Z,45.7616667,13.4963333,16720.69,-242.76,2208.67,2.287,-0.026,2.287,90.65,1.229,-0.346,1.277,105.72
2024-09-05T03-30-00Z,45.7616667,13.4963333,16720.18,-242.76,903.79,-7.082,0.009,7.082,270.07,-0.26,-1.814,1.833,188.16
2024-09-05T03-32-00Z,45.7616667,13.4963333,16720.94,-242.76,-739.99,-4.113,0.008,4.113,270.11,0.454,0.959,1.061,25.33
2024-09-05T03-36-00Z,45.7616667,13.4963333,16724.53,-242.76,-1147.03,-4.659,-0,4.659,270,0.077,-3.115,3.116,178.58
2024-09-05T03-38-00Z,45.7616667,13.4963333,16725.04,-242.76,-1713.47,-6.963,-0.015,6.963,269.88,0.534,0.083,0.54,81.17
2024-09-05T03-40-00Z,45.7616667,13.4963333,16725.81,-242.76,-941.46,-6.297,-0.015,6.297,269.86,0.9,-2.37,2.535,159.21
2024-09-05T03-42-00Z,45.7616667,13.4963333,16726.83,-242.76,-1059.31,-2.816,0.004,2.816,270.08,-0.486,0.939,1.057,332.64
2024-09-05T03-46-00Z,45.7616667,13.4963333,16727.09,-242.76,-2287.33,-5.82,0,5.82,270,0.873,-0.604,1.062,124.68
2024-09-05T03-48-00Z,45.7616667,13.4963333,16727.6,-242.76,1985.76,-1.126,-0.026,1.126,268.68,1.77,-2.332,2.928,142.8
2024-09-05T03-50-00Z,45.7616667,13.4963333,16729.39,-242.76,2367.32,-4.71,-0.016,4.71,269.81,1.363,-5.791,5.949,166.76
2024-09-05T03-52-00Z,45.7616667,13.4963333,16731.7,-242.76,716.81,0.683,-0.027,0.684,92.26,-1.237,-3.553,3.762,199.2
2024-09-05T03-54-00Z,45.7616667,13.4963333,16733.23,-242.76,706.86,-5.103,-0.008,5.103,269.91,2.156,-2.324,3.17,137.15
2024-09-05T03-56-00Z,45.7616667,13.4963333,16734.26,-242.76,-6316.96,-3.55,-0.019,3.55,269.69,-1.225,4.961,5.11,346.13
2024-09-05T03-58-00Z,45.7616667,13.4963333,16735.79,-242.76,-164,3.021,-0.003,3.021,90.06,2.059,0.103,2.062,87.14
2024-09-05T04-00-00Z,45.7616667,13.4963333,16737.07,-242.76,-3278.48,0.307,-0.03,0.308,95.58,1.991,2.164,2.941,42.62
2024-09-05T04-06-00Z,45.7616667,13.4963333,16740.14,-242.76,-5675.85,5.991,-0.037,5.991,90.35,-0.209,5.141,5.145,357.67
2024-09-05T04-08-00Z,45.7616667,13.4963333,16741.42,-242.76,-3020.8,3.106,-0.048,3.106,90.89,1.022,3.494,3.64,16.3
2024-09-05T04-10-00Z,45.7616667,13.4963333,16743.22,-242.76,430.64,1.553,-0.039,1.553,91.44,1.65,-0.04,1.65,91.39
2024-09-05T04-12-00Z,45.7616667,13.4963333,16744.24,-242.76,-5010.79,-3.055,-0.057,3.056,268.93,1.089,4.825,4.946,12.72
2024-09-05T04-14-00Z,45.7616667,13.4963333,16744.5,-242.76,4750.31,-8.26,-0.061,8.26,269.58,1.807,-5.761,6.038,162.59
2024-09-05T04-16-00Z,45.7616667,13.4963333,16744.75,-242.76,287.21,-7.987,-0.064,7.987,269.54,-0.316,-2.282,2.304,187.88
2024-09-05T04-18-00Z,45.7616667,13.4963333,16745.52,-242.76,-1575.56,-1.297,-0.068,1.299,267,-0.089,2.583,2.585,358.03
2024-09-05T04-20-00Z,45.7616667,13.4963333,16747.06,-242.76,-4331.15,-2.56,-0.056,2.561,268.75,0.518,3.345,3.385,8.8
2024-09-05T04-22-00Z,45.7616667,13.4963333,16749.36,-242.76,-3733.28,-0.495,-0.075,0.501,261.38,1.224,1.974,2.323,31.8
2024-09-05T04-26-00Z,45.7616667,13.4963333,16753.46,-242.76,-1451.4,0.956,-0.068,0.958,94.07,2.146,-0.258,2.161,96.86
2024-09-05T04-28-00Z,45.7616667,13.4963333,16754.99,-242.76,2036.15,4.028,-0.067,4.029,90.95,1.549,-2.691,3.105,150.07
2024-09-05T04-30-00Z,45.7616667,13.4963333,16756.02,-242.76,-2028.26,-0.205,-0.072,0.217,250.65,1.713,1.564,2.32,47.6
2024-09-05T04-32-00Z,45.7616667,13.4963333,16757.55,-242.76,46.7,-0.153,-0.068,0.167,246.04,1.152,-1.709,2.061,146.02
2024-09-05T04-36-00Z,45.7616667,13.4963333,16760.88,-242.76,-945.05,1.075,-0.053,1.076,92.82,0.491,-0.755,0.901,146.96
2024-09-05T04-38-00Z,45.7616667,13.4963333,16762.67,-242.76,-4294.85,-1.314,-0.054,1.315,267.65,1.911,2.67,3.283,35.59
2024-09-05T04-40-00Z,45.7616667,13.4963333,16763.95,-242.76,-4564.54,-0.324,-0.059,0.329,259.68,1.429,4.683,4.896,16.97
2024-09-05T04-42-00Z,45.7616667,13.4963333,16765.74,-242.76,-1898.49,1.656,-0.074,1.658,92.56,1.895,5.5,5.817,19.01
2024-09-05T04-44-00Z,45.7616667,13.4963333,16767.02,-242.76,619.7,1.058,-0.053,1.059,92.87,2.143,-1.321,2.517,121.65
2024-09-05T04-46-00Z,45.7616667,13.4963333,16768.3,-242.76,-3791.76,-2.338,-0.059,2.339,268.55,2.155,3.526,4.132,31.43
2024-09-05T04-48-00Z,45.7616667,13.4963333,16769.33,-242.76,-2093.73,-0.205,-0.056,0.213,254.72,1.568,-0.521,1.652,108.38
2024-09-05T04-56-00Z,45.7616667,13.4963333,16712.75,-242.75,-3490.97,-3.174,-0.066,3.175,268.81,1.253,7.898,7.997,9.01
2024-09-05T04-58-00Z,45.7616667,13.4963333,16714.54,-242.75,-397.76,1.519,-0.064,1.52,92.41,1.984,2.06,2.86,43.92
2024-09-05T05-00-00Z,45.7616667,13.4963333,16716.08,-242.75,-11314.24,2.441,-0.063,2.442,91.48,1.566,14.434,14.519,6.19
2024-09-05T05-02-00Z,45.7616667,13.4963333,16717.87,-242.75,3934.71,0.888,-0.063,0.89,94.06,1.785,-4.808,5.129,159.63
2024-09-05T05-04-00Z,45.7616667,13.4963333,16720.18,-242.75,5719.73,-1.331,-0.06,1.332,267.42,1.938,-4.078,4.515,154.58
2024-09-05T05-06-00Z,45.7616667,13.4963333,16722.99,-242.75,2333.16,-4.847,-0.075,4.848,269.11,1.592,-2.932,3.336,151.5
2024-09-05T05-08-00Z,45.7616667,13.4963333,16725.81,-242.75,2780.94,-7.782,-0.052,7.782,269.62,0.94,2.612,2.776,19.79
2024-09-05T05-10-00Z,45.7616667,13.4963333,16727.86,-242.75,5263.98,1.553,-0.043,1.554,91.59,1.289,-4.55,4.729,164.18
2024-09-05T05-12-00Z,45.7616667,13.4963333,16729.65,-242.75,-1418.57,-4.301,-0.042,4.301,269.44,1.976,2.809,3.434,35.12
2024-09-05T05-16-00Z,45.7616667,13.4963333,16734.77,-242.75,-3318.7,5.325,-0.048,5.325,90.52,1.49,2.195,2.653,34.17
2024-09-05T05-18-00Z,45.7616667,13.4963333,16736.82,-242.75,565.9,1.127,-0.046,1.128,92.34,2.099,-1.327,2.483,122.3
2024-09-05T05-20-00Z,45.7616667,13.4963333,16738.1,-242.75,-3447.88,-9.25,-0.046,9.25,269.72,1.422,-0.902,1.684,122.39
2024-09-05T05-22-00Z,45.7616667,13.4963333,16739.38,-242.75,-4963.44,-1.348,-0.08,1.35,266.6,-0.565,4.715,4.749,353.17
2024-09-05T05-24-00Z,45.7616667,13.4963333,16741.68,-242.75,-4695.42,-1.519,-0.084,1.521,266.83,-1.457,4.614,4.839,342.48
2024-09-05T05-26-00Z,45.7616667,13.4963333,16744.75,-242.75,-2991.53,1.963,-0.058,1.964,91.69,-2.039,1.603,2.594,308.17
2024-09-05T05-28-00Z,45.7616667,13.4963333,16748.08,-242.75,-10819.38,0.786,-0.085,0.791,96.17,-1.554,12.114,12.213,352.69
2024-09-05T05-30-00Z,45.7616667,13.4963333,16751.41,-242.75,-6262.6,1.042,-0.084,1.045,94.61,-1.424,2.596,2.961,331.25
2024-09-05T05-32-00Z,45.7616667,13.4963333,16754.22,-242.75,-2477.29,-2.133,-0.083,2.135,267.77,-1.372,2.601,2.941,332.19
2024-09-05T05-36-00Z,45.7616667,13.4963333,16759.6,-242.75,-5795.43,-5.922,-0.053,5.922,269.49,-2.193,2.43,3.273,317.93
2024-09-05T05-38-00Z,45.7616667,13.4963333,16761.9,-242.75,-2634.68,-2.611,-0.07,2.612,268.46,-1.616,-1.194,2.009,233.54
2024-09-05T05-50-00Z,45.7616667,13.4963333,16774.18,-245.31,-850.54,-1.996,-0.094,1.998,267.3,-1.603,-0.37,1.645,257
2024-09-05T05-56-00Z,45.7616667,13.4963333,16713.78,-245.3,-4540.31,-1.058,-0.09,1.062,265.14,1.811,3.967,4.361,24.54
2024-09-05T05-58-00Z,45.7616667,13.4963333,16716.08,-245.3,493.87,7.953,-0.105,7.954,90.76,-2.091,-3.982,4.498,207.7
2024-09-05T06-00-00Z,45.7616667,13.4963333,16719.15,-245.3,-3160.31,0.683,-0.082,0.688,96.85,1.445,3.879,4.139,20.43
2024-09-05T06-02-00Z,45.7616667,13.4963333,16722.48,-242.74,-300.5,-3.191,-0.081,3.192,268.55,1.074,-1.856,2.144,149.94
2024-09-05T06-04-00Z,45.7616667,13.4963333,16725.55,-242.74,1069.54,-0.273,-0.089,0.287,251.94,1.057,-1.802,2.089,149.61
2024-09-05T06-06-00Z,45.7616667,13.4963333,16727.86,-242.74,-2074.56,2.543,-0.081,2.544,91.82,1.331,0.863,1.586,57.04
2024-09-05T06-08-00Z,45.7616667,13.4963333,16728.88,-242.74,-5594.56,-8.226,-0.093,8.227,269.35,1.118,5.763,5.87,10.98
2024-09-05T06-10-00Z,45.7616667,13.4963333,16729.65,-242.74,-2189.87,-0.563,-0.093,0.571,260.62,1.605,2.358,2.852,34.24
2024-09-05T06-12-00Z,45.7616667,13.4963333,16731.18,-242.74,1308.01,-3.925,-0.074,3.926,268.92,1.946,-0.812,2.109,112.65
2024-09-05T06-14-00Z,45.7616667,13.4963333,16732.46,-242.74,-5809.3,3.004,-0.076,3.005,91.45,0.25,5.277,5.283,2.71
2024-09-05T07-10-00Z,45.7616667,13.4963333,12.06,27.12,-20.05,0.103,-0.013,0.104,97.19,-0.024,0.015,0.028,302.01
2024-09-05T07-20-00Z,45.7616667,13.4963333,12.1,27.12,-10.77,0.094,-0.026,0.098,105.46,-0.026,0.004,0.026,278.75
2024-09-05T08-40-00Z,45.7616667,13.4963333,12.49,27.12,-7.37,0.073,-0.072,0.103,134.6,0.032,0.039,0.05,39.37
2024-09-05T08-50-00Z,45.7616667,13.4963333,12.51,27.12,-8.51,0.079,-0.054,0.096,124.35,0.029,0.035,0.045,39.64
2024-09-05T09-10-00Z,45.7616667,13.4963333,12.6,27.13,-42.23,0.063,0.003,0.063,87.27,-0.009,0.058,0.059,351.18
2024-09-05T09-20-00Z,45.7616667,13.4963333,12.64,27.12,-49.29,0.073,-0.005,0.073,93.92,-0.01,0.055,0.056,349.7
2024-09-05T09-40-00Z,45.7616667,13.4963333,12.68,27.13,64.31,0.082,-0.05,0.096,121.37,0.082,-0.049,0.096,120.86
2024-09-05T10-30-00Z,45.7616667,13.4963333,12.32,27.14,155.22,0.041,-0.062,0.074,146.52,0.134,-0.236,0.271,150.41
2024-09-05T10-40-00Z,45.7616667,13.4963333,12.22,27.14,162.52,0.043,-0.091,0.101,154.71,0.123,-0.242,0.271,153.06
2024-09-05T11-00-00Z,45.7616667,13.4963333,12.22,27.15,-8.36,-0.046,0.072,0.085,327.43,-0.015,-0.004,0.016,255.07
2024-09-05T11-10-00Z,45.7616667,13.4963333,12.21,27.16,-28.47,-0.069,0.151,0.166,335.44,-0.012,0.02,0.023,329.04
2024-09-05T11-30-00Z,45.7616667,13.4963333,12.27,27.18,6.73,-0.041,-0.003,0.041,265.82,-0.018,-0.003,0.018,260.54
2024-09-05T11-50-00Z,45.7616667,13.4963333,12.19,27.17,109.28,0.079,-0.13,0.152,148.71,0.073,-0.141,0.159,152.63
2024-09-05T12-00-00Z,45.7616667,13.4963333,12.18,27.19,88.19,0.03,-0.071,0.077,157.09,0.057,-0.124,0.136,155.31
2024-09-05T12-20-00Z,45.7616667,13.4963333,12.06,27.22,87.72,-0.001,-0.021,0.021,182.73,0.076,-0.119,0.141,147.44
2024-09-05T13-00-00Z,45.7616667,13.4963333,11.91,27.25,8.93,0.002,0.07,0.07,1.64,0.008,-0.012,0.014,146.31
2024-09-05T13-20-00Z,45.7616667,13.4963333,11.91,27.26,-4.92,-0.033,0.006,0.034,280.3,-0.015,0.015,0.021,315
2024-09-05T13-40-00Z,45.7616667,13.4963333,11.86,27.27,64.91,0.054,-0.053,0.076,134.46,0.057,-0.087,0.104,146.77
2024-09-05T14-00-00Z,45.7616667,13.4963333,11.66,27.27,106.42,-0.024,-0.054,0.059,203.96,0.094,-0.183,0.206,152.81
2024-09-05T14-30-00Z,45.7616667,13.4963333,11.58,27.29,-42.36,-0.028,0.143,0.146,348.92,-0.04,0.053,0.066,322.96
2024-09-05T14-40-00Z,45.7616667,13.4963333,11.6,27.31,-50.49,-0.09,0.161,0.184,330.79,-0.055,0.05,0.074,312.27
2024-09-05T15-00-00Z,45.7616667,13.4963333,11.6,27.33,29.43,0.024,-0.03,0.038,141.34,-0.01,-0.045,0.046,192.53
2024-09-05T15-30-00Z,45.7616667,13.4963333,11.5,27.33,39.26,-0.068,0.009,0.069,277.54,0.034,-0.066,0.074,152.74
2024-09-05T16-00-00Z,45.7616667,13.4963333,11.59,27.34,-71.08,-0.059,0.098,0.114,328.95,-0.074,0.094,0.12,321.79
2024-09-05T16-20-00Z,45.7616667,13.4963333,11.66,27.37,3.97,0.02,-0.004,0.02,101.31,-0.037,-0.012,0.039,252.03
2024-09-05T16-30-00Z,45.7616667,13.4963333,11.71,27.36,-8.18,0.014,0.007,0.016,63.43,-0.034,0.016,0.038,295.2
2024-09-05T16-40-00Z,45.7616667,13.4963333,11.73,27.36,-3.92,0.019,0.019,0.027,45,-0.01,0.011,0.015,317.73
2024-09-05T17-00-00Z,45.7616667,13.4963333,11.76,27.36,14.22,0.002,-0.039,0.039,177.06,-0.03,-0.026,0.04,229.09
2024-09-05T17-10-00Z,45.7616667,13.4963333,11.78,27.37,3.97,0.021,0.002,0.021,84.56,-0.019,-0.005,0.02,255.26
2024-09-05T17-40-00Z,45.7616667,13.4963333,11.82,27.37,-1.18,-0.01,0.069,0.07,351.75,-0.019,-0.007,0.02,249.78
2024-09-05T17-50-00Z,45.7616667,13.4963333,11.9,27.37,-65.63,-0.015,0.11,0.111,352.23,-0.067,0.09,0.112,323.33
2024-09-05T18-00-00Z,45.7616667,13.4963333,12.05,27.37,-207.62,-0.074,0.152,0.169,334.04,-0.08,0.248,0.261,342.12
2024-09-05T18-30-00Z,45.7616667,13.4963333,12.15,27.39,40.42,0.074,-0.113,0.135,146.78,0.023,-0.043,0.049,151.86
2024-09-05T18-40-00Z,45.7616667,13.4963333,11.99,27.4,145.37,0.122,-0.211,0.244,149.96,0.099,-0.224,0.245,156.16
2024-09-05T19-00-00Z,45.7616667,13.4963333,11.64,27.5,199.33,0.156,-0.296,0.335,152.21,0.165,-0.306,0.348,151.67
2024-09-05T19-20-00Z,45.7616667,13.4963333,11.66,27.52,-71.85,-0.09,0.188,0.208,334.42,-0.049,0.081,0.095,328.83
2024-09-05T19-40-00Z,45.7616667,13.4963333,11.93,27.52,-150.16,-0.154,0.261,0.303,329.46,-0.132,0.199,0.239,326.44
2024-09-05T20-00-00Z,45.7616667,13.4963333,12.05,27.53,1.11,-0.015,-0.006,0.016,248.2,-0.011,-0.027,0.029,202.17
2024-09-05T20-10-00Z,45.7616667,13.4963333,12.12,27.53,-8.81,-0.019,0.05,0.053,339.19,-0.014,-0.022,0.026,212.47
2024-09-05T20-20-00Z,45.7616667,13.4963333,12.11,27.54,19.06,0.001,-0.029,0.029,178.03,-0.004,-0.044,0.044,185.19
2024-09-05T20-30-00Z,45.7616667,13.4963333,12.16,27.54,-44.79,-0.004,0.055,0.055,355.84,-0.04,0.047,0.062,319.6
2024-09-05T20-40-00Z,45.7616667,13.4963333,12.25,27.54,-79.1,-0.074,0.126,0.146,329.57,-0.054,0.087,0.102,328.17
2024-09-05T20-50-00Z,45.7616667,13.4963333,12.25,27.54,-56.19,-0.036,0.092,0.099,338.63,-0.024,0.059,0.064,337.86
2024-09-05T21-00-00Z,45.7616667,13.4963333,12.26,27.54,-10.56,0.001,0.017,0.017,3.37,-0.036,-0.004,0.036,263.66
2024-09-05T21-10-00Z,45.7616667,13.4963333,12.23,27.55,33.93,-0.016,-0.033,0.037,205.87,0.006,-0.064,0.064,174.64
2024-09-05T21-20-00Z,45.7616667,13.4963333,12.27,27.55,5.47,-0.002,-0.004,0.004,206.57,0.034,-0.011,0.036,107.93
2024-09-05T21-30-00Z,45.7616667,13.4963333,12.29,27.54,-3.92,-0.021,0.004,0.021,280.78,-0.012,-0.007,0.014,239.74
2024-09-05T21-40-00Z,45.7616667,13.4963333,12.28,27.54,-20.86,-0.033,-0.011,0.035,251.57,-0.019,0.018,0.026,313.45
2024-09-05T21-50-00Z,45.7616667,13.4963333,12.3,27.54,-12.42,-0.037,0.015,0.04,292.07,-0.011,0.002,0.011,280.3
2024-09-05T22-00-00Z,45.7616667,13.4963333,12.21,27.55,105.8,-0,-0.07,0.07,180,0.061,-0.153,0.165,158.26
2024-09-05T22-10-00Z,45.7616667,13.4963333,12.17,27.55,98.27,-0.021,-0.053,0.057,201.61,0.059,-0.155,0.166,159.16
2024-09-05T22-20-00Z,45.7616667,13.4963333,12.1,27.55,111.15,-0.023,-0.021,0.031,227.6,0.062,-0.171,0.182,160.07
2024-09-05T22-30-00Z,45.7616667,13.4963333,12.08,27.54,73.82,-0.042,0.052,0.067,321.07,0.062,-0.117,0.132,152.08
2024-09-05T22-40-00Z,45.7616667,13.4963333,12.04,27.54,40.66,-0.042,0.062,0.075,325.89,0.023,-0.091,0.094,165.82
2024-09-05T22-50-00Z,45.7616667,13.4963333,12,27.53,23.04,-0.045,0.071,0.084,327.63,-0.007,-0.049,0.049,188.13
2024-09-05T23-00-00Z,45.7616667,13.4963333,12,27.54,16.14,-0.027,0.036,0.045,323.13,0.004,-0.04,0.04,174.29
2024-09-05T23-10-00Z,45.7616667,13.4963333,12.02,27.54,-8.84,-0.066,0.027,0.071,292.25,-0.04,-0.009,0.041,257.32
2024-09-05T23-20-00Z,45.7616667,13.4963333,11.97,27.54,35.98,-0.089,0.008,0.089,275.14,0.012,-0.068,0.069,169.99
2024-09-05T23-30-00Z,45.7616667,13.4963333,11.9,27.53,68.11,0.019,-0.036,0.041,152.18,0.055,-0.099,0.113,150.95
2024-09-05T23-40-00Z,45.7616667,13.4963333,11.85,27.53,78.3,-0.032,-0.007,0.033,257.66,0.068,-0.135,0.151,153.27
2024-09-05T23-50-00Z,45.7616667,13.4963333,11.79,27.53,63.31,-0.03,0.033,0.045,317.73,0.052,-0.122,0.133,156.91
2024-09-06T00-00-00Z,45.7616667,13.4963333,11.78,27.53,4.38,-0.055,0.107,0.12,332.8,-0.008,-0.043,0.044,190.54
2024-09-06T00-10-00Z,45.7616667,13.4963333,11.71,27.52,30.3,-0.056,0.058,0.081,316.01,0.017,-0.072,0.074,166.72
2024-09-06T00-20-00Z,45.7616667,13.4963333,11.68,27.52,35.93,-0.084,0.011,0.085,277.46,0.02,-0.072,0.075,164.48
2024-09-06T00-30-00Z,45.7616667,13.4963333,11.74,27.52,-26.99,-0.05,0.068,0.084,323.67,-0.042,0.016,0.045,290.85
2024-09-06T00-40-00Z,45.7616667,13.4963333,11.75,27.52,-26.18,-0.032,0.072,0.079,336.04,-0.061,0.023,0.065,290.66
2024-09-06T00-50-00Z,45.7616667,13.4963333,11.71,27.52,-18.93,-0.057,0.024,0.062,292.83,-0.041,0.011,0.042,285.02
2024-09-06T01-00-00Z,45.7616667,13.4963333,11.76,27.52,2.69,-0.067,0.007,0.067,275.96,-0.021,-0.006,0.022,254.05
2024-09-06T01-10-00Z,45.7616667,13.4963333,11.74,27.52,29.35,-0.023,-0.029,0.037,218.42,0.016,-0.045,0.048,160.43
2024-09-06T01-20-00Z,45.7616667,13.4963333,11.65,27.52,72.16,0.008,-0.064,0.064,172.87,0.041,-0.111,0.118,159.73
2024-09-06T01-30-00Z,45.7616667,13.4963333,11.59,27.51,90.1,-0.064,-0.054,0.084,229.84,0.062,-0.14,0.153,156.11
2024-09-06T01-40-00Z,45.7616667,13.4963333,11.51,27.51,102.4,-0.005,-0.015,0.016,198.43,0.078,-0.185,0.201,157.14
2024-09-06T01-50-00Z,45.7616667,13.4963333,11.43,27.51,61.96,-0.044,-0.017,0.047,248.88,0.06,-0.146,0.158,157.66
2024-09-06T02-00-00Z,45.7616667,13.4963333,11.35,27.51,67.3,-0.023,0.006,0.024,284.62,0.052,-0.152,0.161,161.11
2024-09-06T02-10-00Z,45.7616667,13.4963333,11.35,27.51,27.51,-0.057,0.077,0.096,323.49,0.006,-0.092,0.092,176.27
2024-09-06T02-20-00Z,45.7616667,13.4963333,11.39,27.51,-15.45,-0.053,0.09,0.104,329.51,-0.043,0.014,0.045,288.03
2024-09-06T02-30-00Z,45.7616667,13.4963333,11.37,27.51,3.28,-0.109,0.032,0.114,286.36,-0.022,-0.027,0.035,219.17
2024-09-06T02-40-00Z,45.7616667,13.4963333,11.34,27.51,31.48,-0.06,-0.014,0.062,256.87,0.002,-0.072,0.072,178.41
2024-09-06T02-50-00Z,45.7616667,13.4963333,11.31,27.51,67.98,0.001,-0.031,0.031,178.15,0.067,-0.126,0.143,152
2024-09-06T03-00-00Z,45.7616667,13.4963333,11.25,27.51,67.29,-0.103,-0.02,0.105,259.01,0.067,-0.134,0.15,153.43
2024-09-06T03-10-00Z,45.7616667,13.4963333,11.22,27.51,58.08,-0.047,0.062,0.078,322.84,0.049,-0.151,0.159,162.02
2024-09-06T03-20-00Z,45.7616667,13.4963333,11.17,27.51,35.16,-0.023,0.068,0.072,341.31,0.037,-0.102,0.109,160.06
2024-09-06T03-30-00Z,45.7616667,13.4963333,11.21,27.5,-9.87,-0.041,0.107,0.115,339.03,-0.044,-0.015,0.046,251.18
2024-09-06T03-40-00Z,45.7616667,13.4963333,11.26,27.5,-34.12,-0.09,0.096,0.132,316.85,-0.074,0.026,0.078,289.36
2024-09-06T03-50-00Z,45.7616667,13.4963333,11.29,27.5,-39.44,-0.08,0.092,0.122,318.99,-0.083,0.024,0.086,286.13
2024-09-06T04-00-00Z,45.7616667,13.4963333,11.33,27.5,-1.71,-0.061,0.049,0.078,308.77,-0.075,-0.039,0.085,242.53
2024-09-06T04-10-00Z,45.7616667,13.4963333,11.36,27.5,10.47,-0.08,0.017,0.082,282,-0.059,-0.062,0.086,223.58
2024-09-06T04-20-00Z,45.7616667,13.4963333,11.36,27.5,23.53,-0.022,-0.008,0.023,250.02,-0.047,-0.075,0.089,212.07
2024-09-06T04-30-00Z,45.7616667,13.4963333,11.39,27.5,13.64,-0.081,-0.016,0.083,258.83,-0.046,-0.049,0.067,223.19
2024-09-06T04-40-00Z,45.7616667,13.4963333,11.45,27.5,-9.93,-0.093,0.012,0.094,277.35,-0.06,-0.01,0.061,260.54
2024-09-06T04-50-00Z,45.7616667,13.4963333,11.5,27.5,-46.79,-0.047,0.043,0.064,312.46,-0.1,0.025,0.103,284.04
2024-09-06T05-00-00Z,45.7616667,13.4963333,11.56,27.51,-40.62,-0.053,0.041,0.067,307.72,-0.092,0.015,0.093,279.26
2024-09-06T05-10-00Z,45.7616667,13.4963333,11.63,27.51,-32.48,-0.061,0.038,0.072,301.92,-0.083,0,0.083,270
2024-09-06T05-20-00Z,45.7616667,13.4963333,11.69,27.51,-15.46,-0.067,0.016,0.069,283.43,-0.067,0.003,0.067,272.56
2024-09-06T05-30-00Z,45.7616667,13.4963333,11.72,27.5,-7.7,-0.018,0.05,0.053,340.2,-0.051,-0.017,0.054,251.57
2024-09-06T05-40-00Z,45.7616667,13.4963333,11.72,27.5,13.42,-0.046,-0.005,0.046,263.8,-0.002,-0.032,0.032,183.58
2024-09-06T05-50-00Z,45.7616667,13.4963333,11.72,27.49,12.14,-0.063,0.028,0.069,293.96,0.015,-0.032,0.035,154.89
2024-09-06T06-00-00Z,45.7616667,13.4963333,11.71,27.48,28.97,-0.039,0.015,0.042,291.04,-0.014,-0.079,0.08,190.05
